industry,senator
Railroads,James M. Inhofe
Telecommunications Equipment,Gary C. Peters
Medical/Dental Instruments,Susan M. Collins
Major Banks,Susan M. Collins
Major Banks,Susan M. Collins
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Hotels/Resorts,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Consumer Electronics/Video Chains,Sheldon Whitehouse
Power Generation,Sheldon Whitehouse
Services-Misc. Amusement & Recreation,Sheldon Whitehouse
Electric Utilities: Central,Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Other Pharmaceuticals,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Aerospace,Sheldon Whitehouse
Finance: Consumer Services,Sheldon Whitehouse
Environmental Services,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Industrial Machinery/Components,Jack Reed
Industrial Machinery/Components,Jack Reed
Industrial Machinery/Components,Jack Reed
Industrial Machinery/Components,Jack Reed
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Thomas R. Carper
Package Goods/Cosmetics,David Perdue
Major Chemicals,David Perdue
Package Goods/Cosmetics,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Restaurants,David Perdue
Other Consumer Services,David Perdue
Television Services,David Perdue
Industrial Machinery/Components,Jack Reed
Industrial Machinery/Components,Jack Reed
Industrial Machinery/Components,Jack Reed
Industrial Machinery/Components,Jack Reed
Major Pharmaceuticals,James M. Inhofe
Consumer Electronics/Video Chains,Sheldon Whitehouse
Real Estate Investment Trusts,Sheldon Whitehouse
Life Insurance,Sheldon Whitehouse
Construction/Ag Equipment/Trucks,Sheldon Whitehouse
Consumer Electronics/Appliances,Sheldon Whitehouse
Clothing/Shoe/Accessory Stores,Sheldon Whitehouse
Restaurants,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Air Freight/Delivery Services,Sheldon Whitehouse
Apparel,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Integrated oil Companies,Patrick J. Toomey
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Electric Utilities: Central,David Perdue
Real Estate Investment Trusts,David Perdue
Real Estate Investment Trusts,David Perdue
Computer peripheral equipment,David Perdue
Major Pharmaceuticals,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Broadcasting,David Perdue
Clothing/Shoe/Accessory Stores,John Hoeven
Apparel,John Hoeven
Other Consumer Services,John Hoeven
Recreational Products/Toys,John Hoeven
Major Pharmaceuticals,John Hoeven
Restaurants,John Hoeven
Major Banks,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Environmental Services,Sheldon Whitehouse
Environmental Services,Sheldon Whitehouse
Recreational Products/Toys,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Environmental Services,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Recreational Products/Toys,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Major Banks,James M. Inhofe
Major Pharmaceuticals,James M. Inhofe
Natural Gas Distribution,Tim Kaine
Specialty Foods,Susan M. Collins
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Major Chemicals,David Perdue
Plastic Products,David Perdue
Plastic Products,David Perdue
Major Chemicals,David Perdue
Computer peripheral equipment,David Perdue
Auto Manufacturing,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Major Chemicals,David Perdue
Natural Gas Distribution,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Natural Gas Distribution,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Television Services,David Perdue
Computer peripheral equipment,David Perdue
Investment Bankers/Brokers/Service,James M. Inhofe
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Department/Specialty Retail Stores,Pat Roberts
Department/Specialty Retail Stores,Pat Roberts
Department/Specialty Retail Stores,Bill Cassidy
Electric Utilities: Central,Bill Cassidy
Package Goods/Cosmetics,Bill Cassidy
Telecommunications Equipment,Bill Cassidy
Investment Managers,Jack Reed
Industrial Specialties,Jack Reed
Beverages (Production/Distribution),Jack Reed
Computer Software: Prepackaged Software,Jack Reed
Investment Managers,Jack Reed
Industrial Specialties,Jack Reed
Beverages (Production/Distribution),Jack Reed
Auto Manufacturing,Shelley Moore Capito
Life Insurance,John Hoeven
Restaurants,John Hoeven
Investment Managers,John Hoeven
Package Goods/Cosmetics,Patrick J. Toomey
Television Services,David Perdue
Natural Gas Distribution,David Perdue
Computer peripheral equipment,David Perdue
Television Services,David Perdue
Computer peripheral equipment,David Perdue
Major Chemicals,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Major Chemicals,David Perdue
Other Consumer Services,David Perdue
Shoe Manufacturing,David Perdue
Major Banks,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Computer peripheral equipment,David Perdue
Major Chemicals,David Perdue
Major Banks,David Perdue
Environmental Services,Susan M. Collins
RETAIL: Building Materials,Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
"Computer Software: Programming, Data Processing",Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Power Generation,Thomas R. Carper
Investment Managers,Gary C. Peters
Package Goods/Cosmetics,Patrick J. Toomey
Apparel,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Consumer Electronics/Video Chains,Sheldon Whitehouse
Television Services,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Real Estate Investment Trusts,Sheldon Whitehouse
Business Services,Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Semiconductors,Sheldon Whitehouse
Restaurants,Sheldon Whitehouse
Apparel,Sheldon Whitehouse
Plastic Products,Sheldon Whitehouse
Beverages (Production/Distribution),Sheldon Whitehouse
EDP Services,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Television Services,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Major Pharmaceuticals,James M. Inhofe
Business Services,James M. Inhofe
Package Goods/Cosmetics,James M. Inhofe
Television Services,David Perdue
Shoe Manufacturing,David Perdue
Restaurants,David Perdue
Medical/Nursing Services,David Perdue
Restaurants,David Perdue
Electric Utilities: Central,David Perdue
Department/Specialty Retail Stores,David Perdue
Aerospace,David Perdue
Plastic Products,Sheldon Whitehouse
Catalog/Specialty Distribution,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Clothing/Shoe/Accessory Stores,Sheldon Whitehouse
Consumer Electronics/Appliances,Sheldon Whitehouse
Catalog/Specialty Distribution,Sheldon Whitehouse
Semiconductors,Sheldon Whitehouse
Computer Software: Prepackaged Software,Sheldon Whitehouse
Medical/Nursing Services,Sheldon Whitehouse
Services-Misc. Amusement & Recreation,Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Apparel,Sheldon Whitehouse
Semiconductors,Sheldon Whitehouse
Computer Manufacturing,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Oil & Gas Production,Ted Cruz
Integrated oil Companies,John Hoeven
Restaurants,John Hoeven
Computer Software: Prepackaged Software,Maria Cantwell
Apparel,Shelley Moore Capito
Medical/Dental Instruments,Shelley Moore Capito
Diversified Commercial Services,Shelley Moore Capito
Electric Utilities: Central,Shelley Moore Capito
Computer Software: Prepackaged Software,Shelley Moore Capito
Biotechnology: Electromedical & Electrotherapeutic Apparatus,Shelley Moore Capito
RETAIL: Building Materials,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Packaged Foods,Shelley Moore Capito
Industrial Machinery/Components,Shelley Moore Capito
Marine Transportation,Shelley Moore Capito
Specialty Chemicals,Shelley Moore Capito
Property-Casualty Insurers,Shelley Moore Capito
Medical/Dental Instruments,Shelley Moore Capito
Major Pharmaceuticals,Shelley Moore Capito
Auto Manufacturing,Bill Cassidy
Oilfield Services/Equipment,Bill Cassidy
Oil & Gas Production,Bill Cassidy
Auto Manufacturing,Bill Cassidy
Integrated oil Companies,Bill Cassidy
Construction/Ag Equipment/Trucks,Bill Cassidy
Integrated oil Companies,Bill Cassidy
Construction/Ag Equipment/Trucks,Bill Cassidy
Real Estate Investment Trusts,Bill Cassidy
Telecommunications Equipment,Bill Cassidy
Department/Specialty Retail Stores,Bill Cassidy
Apparel,Bill Cassidy
Electric Utilities: Central,Bill Cassidy
Radio And Television Broadcasting And Communications Equipment,Bill Cassidy
Package Goods/Cosmetics,Bill Cassidy
Major Pharmaceuticals,Bill Cassidy
Railroads,Bill Cassidy
RETAIL: Building Materials,Bill Cassidy
Computer Software: Prepackaged Software,Bill Cassidy
Major Pharmaceuticals,Bill Cassidy
Consumer Electronics/Appliances,Bill Cassidy
Services-Misc. Amusement & Recreation,Bill Cassidy
Computer Communications Equipment,Bill Cassidy
Investment Bankers/Brokers/Service,Bill Cassidy
Major Pharmaceuticals,Bill Cassidy
Accident &Health Insurance,Bill Cassidy
Computer Manufacturing,David Perdue
Computer Manufacturing,David Perdue
Natural Gas Distribution,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Auto Manufacturing,David Perdue
Major Banks,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Beverages (Production/Distribution),David Perdue
Diversified Commercial Services,David Perdue
Major Banks,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Natural Gas Distribution,David Perdue
Major Banks,David Perdue
"Computer Software: Programming, Data Processing",Pat Roberts
EDP Services,Pat Roberts
Auto Manufacturing,Pat Roberts
Finance: Consumer Services,James M. Inhofe
Major Banks,James M. Inhofe
Oil & Gas Production,James M. Inhofe
Environmental Services,Susan M. Collins
Other Consumer Services,Thomas R. Carper
Computer Manufacturing,Shelley Moore Capito
Plastic Products,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Life Insurance,Sheldon Whitehouse
Business Services,Sheldon Whitehouse
Medical/Nursing Services,Sheldon Whitehouse
Plastic Products,Sheldon Whitehouse
Plastic Products,Sheldon Whitehouse
RETAIL: Building Materials,Sheldon Whitehouse
Computer Communications Equipment,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Major Banks,David Perdue
Radio And Television Broadcasting And Communications Equipment,David Perdue
Oilfield Services/Equipment,David Perdue
Business Services,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Investment Bankers/Brokers/Service,Ted Cruz
Oil & Gas Production,Ted Cruz
Investment Managers,John Hoeven
Life Insurance,John Hoeven
"Computer Software: Programming, Data Processing",John Hoeven
"Computer Software: Programming, Data Processing",John Hoeven
EDP Services,James M. Inhofe
Oil & Gas Production,James M. Inhofe
Finance: Consumer Services,James M. Inhofe
Office Equipment/Supplies/Services,Jack Reed
Major Banks,Michael B. Enzi
Air Freight/Delivery Services,Jack Reed
Air Freight/Delivery Services,Jack Reed
EDP Services,John Hoeven
Auto Manufacturing,David Perdue
Major Banks,David Perdue
Business Services,David Perdue
Finance: Consumer Services,David Perdue
Computer Manufacturing,David Perdue
Diversified Commercial Services,David Perdue
Computer Manufacturing,David Perdue
Consumer Electronics/Appliances,David Perdue
Diversified Commercial Services,David Perdue
Consumer Electronics/Appliances,David Perdue
Consumer Electronics/Appliances,David Perdue
Diversified Commercial Services,David Perdue
Natural Gas Distribution,David Perdue
Food Distributors,David Perdue
Diversified Commercial Services,David Perdue
Agricultural Chemicals,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Diversified Commercial Services,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Oil Refining/Marketing,David Perdue
Computer Manufacturing,David Perdue
Computer Manufacturing,David Perdue
Diversified Commercial Services,David Perdue
Computer Software: Prepackaged Software,David Perdue
Computer Manufacturing,David Perdue
Computer Software: Prepackaged Software,David Perdue
Consumer Electronics/Appliances,David Perdue
Computer Manufacturing,David Perdue
Major Pharmaceuticals,David Perdue
Computer Software: Prepackaged Software,David Perdue
Computer Software: Prepackaged Software,David Perdue
Computer Software: Prepackaged Software,David Perdue
Computer Software: Prepackaged Software,David Perdue
Major Pharmaceuticals,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Computer Software: Prepackaged Software,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Computer Software: Prepackaged Software,David Perdue
Broadcasting,David Perdue
Major Pharmaceuticals,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Computer Manufacturing,David Perdue
Computer Software: Prepackaged Software,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Major Pharmaceuticals,David Perdue
Natural Gas Distribution,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Computer Manufacturing,David Perdue
Major Pharmaceuticals,David Perdue
Integrated oil Companies,Bill Cassidy
Oilfield Services/Equipment,Bill Cassidy
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Railroads,Sheldon Whitehouse
Construction/Ag Equipment/Trucks,Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Plastic Products,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Railroads,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Property-Casualty Insurers,"Angus S. King, Jr."
Real Estate Investment Trusts,Gary C. Peters
Steel/Iron Ore,Gary C. Peters
Integrated oil Companies,Shelley Moore Capito
Shoe Manufacturing,Shelley Moore Capito
Property-Casualty Insurers,Shelley Moore Capito
Major Pharmaceuticals,John Hoeven
Computer Manufacturing,John Hoeven
Restaurants,John Hoeven
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Oil & Gas Production,James M. Inhofe
Major Pharmaceuticals,David Perdue
Major Chemicals,David Perdue
Major Chemicals,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Major Pharmaceuticals,David Perdue
Computer Manufacturing,David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Computer Manufacturing,David Perdue
Computer Software: Prepackaged Software,David Perdue
Computer Manufacturing,David Perdue
Computer Manufacturing,David Perdue
Major Pharmaceuticals,David Perdue
Computer Manufacturing,David Perdue
Computer Software: Prepackaged Software,David Perdue
Major Pharmaceuticals,David Perdue
Computer Software: Prepackaged Software,David Perdue
Major Pharmaceuticals,David Perdue
Consumer Electronics/Appliances,David Perdue
Consumer Electronics/Appliances,David Perdue
Major Banks,David Perdue
Package Goods/Cosmetics,David Perdue
Farming/Seeds/Milling,David Perdue
Natural Gas Distribution,David Perdue
Shoe Manufacturing,David Perdue
Business Services,David Perdue
Packaged Foods,David Perdue
Major Pharmaceuticals,David Perdue
Major Chemicals,David Perdue
Consumer Electronics/Appliances,David Perdue
Major Pharmaceuticals,David Perdue
Services-Misc. Amusement & Recreation,David Perdue
Consumer Electronics/Appliances,David Perdue
Major Pharmaceuticals,David Perdue
Consumer Electronics/Appliances,David Perdue
Consumer Electronics/Appliances,Pat Roberts
Industrial Machinery/Components,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Military/Government/Technical,Sheldon Whitehouse
Computer Software: Prepackaged Software,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Electronics Distribution,Sheldon Whitehouse
Semiconductors,Sheldon Whitehouse
Semiconductors,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Computer Communications Equipment,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Apparel,Sheldon Whitehouse
Consumer Electronics/Video Chains,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Natural Gas Distribution,"Angus S. King, Jr."
Semiconductors,Bill Cassidy
Construction/Ag Equipment/Trucks,Bill Cassidy
Computer Manufacturing,Bill Cassidy
Apparel,John Hoeven
Savings Institutions,Patrick J. Toomey
Integrated oil Companies,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Investment Managers,Gary C. Peters
Major Pharmaceuticals,Gary C. Peters
Telecommunications Equipment,Gary C. Peters
Major Pharmaceuticals,Gary C. Peters
Specialty Insurers,Gary C. Peters
Railroads,Gary C. Peters
Auto Manufacturing,Gary C. Peters
Department/Specialty Retail Stores,Sheldon Whitehouse
Radio And Television Broadcasting And Communications Equipment,Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Package Goods/Cosmetics,Sheldon Whitehouse
Railroads,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Apparel,Sheldon Whitehouse
Computer Manufacturing,John Cornyn
Major Banks,James M. Inhofe
Oil & Gas Production,James M. Inhofe
Computer Manufacturing,James M. Inhofe
Biotechnology: Laboratory Analytical Instruments,James M. Inhofe
Consumer Electronics/Appliances,James M. Inhofe
Electronic Components,James M. Inhofe
Major Pharmaceuticals,James M. Inhofe
Other Consumer Services,John Hoeven
Apparel,John Hoeven
Beverages (Production/Distribution),John Hoeven
Diversified Commercial Services,David Perdue
Telecommunications Equipment,David Perdue
Major Banks,David Perdue
Major Banks,David Perdue
Telecommunications Equipment,David Perdue
Major Banks,David Perdue
Oil & Gas Production,David Perdue
Medical/Dental Instruments,David Perdue
Telecommunications Equipment,David Perdue
Diversified Commercial Services,David Perdue
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Oil & Gas Production,David Perdue
Telecommunications Equipment,David Perdue
Medical/Dental Instruments,David Perdue
Package Goods/Cosmetics,David Perdue
Medical/Dental Instruments,David Perdue
Industrial Machinery/Components,David Perdue
Diversified Commercial Services,David Perdue
Radio And Television Broadcasting And Communications Equipment,David Perdue
Paper,David Perdue
Integrated oil Companies,David Perdue
Natural Gas Distribution,David Perdue
Restaurants,David Perdue
Medical/Dental Instruments,David Perdue
Television Services,David Perdue
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Television Services,David Perdue
Industrial Machinery/Components,David Perdue
Television Services,David Perdue
Medical/Dental Instruments,David Perdue
Containers/Packaging,David Perdue
Power Generation,David Perdue
Power Generation,David Perdue
Power Generation,David Perdue
Power Generation,David Perdue
Medical/Dental Instruments,David Perdue
Television Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Containers/Packaging,David Perdue
Medical/Dental Instruments,David Perdue
Natural Gas Distribution,David Perdue
Integrated oil Companies,David Perdue
Catalog/Specialty Distribution,David Perdue
Catalog/Specialty Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Broadcasting,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Natural Gas Distribution,David Perdue
Medical/Dental Instruments,David Perdue
Specialty Chemicals,David Perdue
Containers/Packaging,David Perdue
Power Generation,David Perdue
Power Generation,David Perdue
Industrial Machinery/Components,David Perdue
Oil & Gas Production,David Perdue
Containers/Packaging,David Perdue
Catalog/Specialty Distribution,David Perdue
Catalog/Specialty Distribution,David Perdue
Television Services,David Perdue
Diversified Commercial Services,David Perdue
Medical/Dental Instruments,David Perdue
Medical/Dental Instruments,David Perdue
Television Services,James M. Inhofe
Radio And Television Broadcasting And Communications Equipment,James M. Inhofe
Power Generation,Thomas R. Carper
Consumer Electronics/Appliances,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Beverages (Production/Distribution),Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Consumer Electronics/Video Chains,Sheldon Whitehouse
Construction/Ag Equipment/Trucks,Bill Cassidy
"Computer Software: Programming, Data Processing",Pat Roberts
Computer Manufacturing,Pat Roberts
Computer Manufacturing,Pat Roberts
Oil & Gas Production,Bill Cassidy
Computer peripheral equipment,Jack Reed
Oil/Gas Transmission,Thomas R. Carper
Major Pharmaceuticals,Shelley Moore Capito
Packaged Foods,John Hoeven
Oil & Gas Production,James M. Inhofe
Television Services,David Perdue
Diversified Commercial Services,David Perdue
Other Consumer Services,David Perdue
Other Consumer Services,David Perdue
Business Services,David Perdue
Business Services,David Perdue
Diversified Commercial Services,David Perdue
Business Services,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Biotechnology: Laboratory Analytical Instruments,David Perdue
Oil & Gas Production,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Television Services,David Perdue
Telecommunications Equipment,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Telecommunications Equipment,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Industrial Machinery/Components,Sheldon Whitehouse
Department/Specialty Retail Stores,Sheldon Whitehouse
"Computer Software: Programming, Data Processing",Sheldon Whitehouse
Computer Software: Prepackaged Software,Jack Reed
Investment Managers,Jack Reed
Computer Software: Prepackaged Software,Jack Reed
Investment Managers,Jack Reed
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Consumer Electronics/Appliances,James M. Inhofe
Major Pharmaceuticals,James M. Inhofe
Major Pharmaceuticals,James M. Inhofe
Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Telecommunications Equipment,Patrick J. Toomey
Integrated oil Companies,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Medical Specialities,David Perdue
Television Services,David Perdue
Package Goods/Cosmetics,David Perdue
Real Estate Investment Trusts,Gary C. Peters
Semiconductors,Jack Reed
Semiconductors,Jack Reed
Aerospace,David Perdue
Construction/Ag Equipment/Trucks,David Perdue
Major Banks,David Perdue
Package Goods/Cosmetics,David Perdue
Specialty Chemicals,David Perdue
Food Distributors,David Perdue
Package Goods/Cosmetics,David Perdue
Broadcasting,David Perdue
Broadcasting,David Perdue
Major Pharmaceuticals,David Perdue
Beverages (Production/Distribution),David Perdue
Computer Software: Prepackaged Software,David Perdue
Food Distributors,David Perdue
Broadcasting,David Perdue
Broadcasting,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Natural Gas Distribution,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Major Banks,David Perdue
Major Pharmaceuticals,David Perdue
Diversified Commercial Services,David Perdue
Major Banks,David Perdue
Beverages (Production/Distribution),David Perdue
Beverages (Production/Distribution),David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Beverages (Production/Distribution),David Perdue
Beverages (Production/Distribution),David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Diversified Commercial Services,David Perdue
Beverages (Production/Distribution),David Perdue
Television Services,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Major Banks,David Perdue
Television Services,David Perdue
Major Pharmaceuticals,David Perdue
Agricultural Chemicals,David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Major Pharmaceuticals,David Perdue
Beverages (Production/Distribution),David Perdue
Major Pharmaceuticals,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Television Services,David Perdue
Beverages (Production/Distribution),David Perdue
Television Services,David Perdue
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Major Banks,Sheldon Whitehouse
Auto Manufacturing,Sheldon Whitehouse
Life Insurance,Sheldon Whitehouse
Computer peripheral equipment,Sheldon Whitehouse
Major Pharmaceuticals,Sheldon Whitehouse
Consumer Electronics/Video Chains,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Computer Manufacturing,Thomas R. Carper
Computer Software: Prepackaged Software,James M. Inhofe
Package Goods/Cosmetics,James M. Inhofe
Catalog/Specialty Distribution,James M. Inhofe
Consumer Electronics/Appliances,James M. Inhofe
Major Banks,James M. Inhofe
Industrial Machinery/Components,James M. Inhofe
Restaurants,James M. Inhofe
Major Pharmaceuticals,Jack Reed
Package Goods/Cosmetics,Patrick J. Toomey
Computer Manufacturing,Pat Roberts
Integrated oil Companies,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Aerospace,Pat Roberts
Department/Specialty Retail Stores,Pat Roberts
Electric Utilities: Central,Gary C. Peters
Radio And Television Broadcasting And Communications Equipment,Gary C. Peters
Consumer Electronics/Appliances,Gary C. Peters
Computer Software: Prepackaged Software,Jack Reed
Computer peripheral equipment,Jack Reed
Oilfield Services/Equipment,Jack Reed
Computer Manufacturing,Thomas R. Carper
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Consumer Electronics/Video Chains,Sheldon Whitehouse
Computer peripheral equipment,Sheldon Whitehouse
Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Business Services,Sheldon Whitehouse
Business Services,Sheldon Whitehouse
RETAIL: Building Materials,Sheldon Whitehouse
Apparel,Sheldon Whitehouse
Computer Manufacturing,Pat Roberts
Savings Institutions,Patrick J. Toomey
Savings Institutions,Patrick J. Toomey
Integrated oil Companies,Patrick J. Toomey
Consumer Electronics/Appliances,John Hoeven
Oil & Gas Production,Pat Roberts
Integrated oil Companies,Pat Roberts
Consumer Electronics/Video Chains,Pat Roberts
Business Services,Pat Roberts
